participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.valid_code,player.payoff,group.id_in_subsession,group.amount_offered,group.offer_accepted,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
11,90dc1m24,,0,10,9,ultimatum_t1,1,Validation,10.158.177.57,2017-08-17 23:59:39.048455+00:00,0,1,AKR5KNSS8LRLA,3TXWC2NHN05VTWZRHVVTK2SNHO59SI,0.00,1,5917948,0.00,7,0.00,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
12,6wcj9pe1,,0,10,9,ultimatum_t1,1,Validation,10.43.196.234,2017-08-17 23:59:47.298487+00:00,0,1,A2JLS8VHLTWVP8,3JMSRU9HQJ9SGK7CJ1GKN3D57PFEV2,0.00,1,1002277,0.00,6,0.50,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
13,qazh8h6v,,0,8,9,ultimatum_t1,1,Results,10.236.23.161,2017-08-18 00:00:24.613692+00:00,0,1,A38BXBQYWC6B6C,3VELCLL3GLY40MRA7YG1YXRPUMNF1W,0.00,2,,0.00,6,0.50,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
14,6zbl0rd0,,0,10,9,ultimatum_t1,1,Validation,10.109.135.32,2017-08-18 00:00:32.609540+00:00,0,1,A2TTRW1EE029C7,3XIQGXAUMDNZBUXXW83W5EI91DJ7XC,0.00,2,9610093,0.00,7,0.00,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
15,hfxrshbv,,0,8,9,ultimatum_t1,1,Results,10.231.231.232,2017-08-18 00:00:39.746308+00:00,0,1,A28MVFON0ULDPZ,3QFUFYSY9ZULSLOTUGZ3WVYS66XF49,0.00,1,,0.00,29,0.00,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
16,uhwvx91p,,0,10,9,ultimatum_t1,1,Validation,10.61.164.249,2017-08-18 00:00:53.064678+00:00,0,1,A2WA7ED6J0DJXH,33NF62TLXKHMBPZSYYD4IAFGWZ4KJ7,0.50,2,9067114,0.50,14,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
17,jiy9wmoj,,0,10,9,ultimatum_t1,1,Validation,10.170.176.153,2017-08-18 00:01:20.830798+00:00,0,1,A1ROEDVMTO9Y3X,3Z7EFSHGNAT5NBSTNPB7L0AN2OACXA,0.50,1,8136081,0.50,8,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
18,ertf3css,,0,8,9,ultimatum_t1,1,Results,10.150.135.91,2017-08-18 00:01:30.073525+00:00,0,1,A3QAHF4UUBM7ZO,3DIP6YHAPD7U58BZB85AVPTXWRE8ER,0.00,2,,0.00,30,0.50,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
19,8v5p3jkn,,0,8,9,ultimatum_t1,1,Results,10.179.55.98,2017-08-18 00:02:12.170178+00:00,0,1,A2ID4B3JMUWAP7,3QFUFYSY9ZULSLOTUGZ3WVYS66XF49,0.00,1,,0.00,15,0.00,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
20,sbhd8opz,,0,10,9,ultimatum_t1,1,Validation,10.183.102.41,2017-08-18 00:02:22.517427+00:00,0,1,A26FM08JXUPEZO,3IFS6Q0HJJYO4XSULP16XVRQ0ESSIK,0.50,2,8574904,0.50,8,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
21,xyxm9mlw,,0,10,9,ultimatum_t1,1,Validation,10.155.8.85,2017-08-18 00:04:13.376056+00:00,0,1,A1XQ9VRCDQ922Y,36AHBNMV1SR4S8OHSHSKOKZEPUGYD2,0.50,1,4127088,0.50,9,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
22,y8crdd1o,,0,9,9,ultimatum_t1,1,Validation,10.179.55.98,2017-08-18 00:04:35.370211+00:00,0,1,AT94Y12KEGKNO,31QTRG6Q2USDH5R7XQJFOEG33DJYPG,0.50,2,,0.50,9,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
23,7yont13r,,0,10,9,ultimatum_t1,1,Validation,10.150.73.107,2017-08-18 00:05:43.704153+00:00,0,1,AQS0AL80A1UP6,33PPUNGG39KYY8HR64PN7GPKAPBRZS,0.75,1,,0.75,10,0.25,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
24,zlwg3lfz,,0,8,9,ultimatum_t1,1,Results,10.231.231.232,2017-08-18 00:07:05.134411+00:00,0,1,A3MGW067K291R1,3SNLUL3WO5269BS4VXTJ4C162F7ULG,0.00,1,,0.00,33,0.00,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
25,x5g12oh9,,0,10,9,ultimatum_t1,1,Validation,10.93.229.188,2017-08-18 00:08:04.611961+00:00,0,1,AK86DN5LJDCCK,3I33IC7ZWGHGTGSYFMUNPFQ3PCPA2W,0.50,1,3934862,0.50,12,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
26,qqryiinl,,0,10,9,ultimatum_t1,1,Validation,10.111.221.243,2017-08-18 00:08:21.244561+00:00,0,1,A1CHPMSBMHCIWH,3TVRFO09GLUYQFMZ0246OJ0AWXOXLB,1.00,2,6134122,1.00,11,1.00,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
27,50dgnjx2,,0,10,9,ultimatum_t1,1,Validation,10.179.86.73,2017-08-18 00:09:07.804551+00:00,0,1,AVA4W3FRMY9HH,3UNH76FOCTK7W2UU5ARN7AM8Y89MY9,0.25,2,5390824,0.25,10,0.25,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
28,4cxmc2ek,,0,9,9,ultimatum_t1,1,Validation,10.43.196.234,2017-08-18 00:09:15.862814+00:00,0,1,A2II2W80AGDMBT,3HUTX6F6VV25VKMZP5Z5QAA8ETS2OM,0.00,2,,0.00,13,0.00,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
29,en4l7vk0,,0,10,9,ultimatum_t1,1,Validation,10.147.39.151,2017-08-18 00:10:02.829343+00:00,0,1,A2ZRF4I5RTKN7G,3RU7GD8VPP8GLJFYYKRQ6SS2MSOSPX,0.50,2,4719785,0.50,12,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
30,7275ixuz,,0,8,9,ultimatum_t1,1,Results,10.178.64.67,2017-08-18 00:11:33.304315+00:00,0,1,ACVXBOS4CZGVQ,3A4TN5196LX81LSEILTLIEMTEYSHCN,0.00,1,,0.00,13,0.00,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
31,ra9nvsn5,,0,8,9,ultimatum_t1,1,Results,10.141.27.204,2017-08-18 00:12:28.267920+00:00,0,1,A390LJJVHF36FX,3NLZY2D53Q4EHILNEO9EUB4HZU2LQ3,0.00,2,,0.00,33,0.00,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
32,pe6grr7b,,0,10,9,ultimatum_t1,1,Validation,10.157.160.84,2017-08-18 00:13:30.922045+00:00,0,1,A3P9BBIGUZ53BX,3QJOXOW4XK69QXD359FT07USGW4MEU,0.50,1,230254,0.50,14,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
33,p29j30nr,,0,8,9,ultimatum_t1,1,Results,10.169.124.243,2017-08-18 00:15:11.855240+00:00,0,1,A1VL7AAOUPDN72,3Q8GYXHFEQHWLS8JHJSCTHJ39P25CV,0.00,2,,0.00,17,0.50,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
34,yk1330eq,,0,10,9,ultimatum_t1,1,Validation,10.171.119.12,2017-08-18 00:18:47.622560+00:00,0,1,AMDX0UNZS4A1G,374TNBHA8CAYHHSMX3Y4OJ6D897QY1,0.00,1,9791256,0.00,17,0.50,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
35,2wtj4shw,,0,10,9,ultimatum_t1,1,Validation,10.138.121.5,2017-08-18 00:23:32.883170+00:00,0,1,A2PZSS9QDG4KVQ,3DQQ64TANH09S0W7IP1R3HVNS5LWPH,0.50,2,6455058,0.50,16,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
36,3aygdhy3,,0,10,9,ultimatum_t1,1,Validation,10.138.147.190,2017-08-18 00:24:38.116625+00:00,0,1,A8G1M6RVRLMZS,3P529IW9KZ0HQTVE08YKIC03SSVFL5,0.50,1,9532617,0.50,16,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
37,4otghjpy,,0,8,9,ultimatum_t1,1,Results,10.164.78.133,2017-08-18 00:29:48.052293+00:00,0,1,A2GDEY3ZE51YY1,33UKMF931AZFSBLK4150L7PLDEPTTU,1.00,1,,1.00,18,0.00,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
38,dgdbveoj,,0,8,9,ultimatum_t1,1,Results,10.155.8.85,2017-08-18 00:30:14.474604+00:00,0,1,A38KA8KXRLEM7M,3U84XHCDIDSRX2FTVSTAZNEAIBUZ4K,0.00,2,,0.00,22,0.50,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
39,dwdeekt6,,0,8,9,ultimatum_t1,1,Results,10.63.100.77,2017-08-18 00:34:01.873038+00:00,0,1,A16KZ7182D9D2M,3JMSRU9HQJ9SGK7CJ1GKN3D57PIVEM,0.00,2,,0.00,18,0.00,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
40,4drep75r,,0,10,9,ultimatum_t1,1,Validation,10.158.160.96,2017-08-18 00:39:34.630787+00:00,0,1,A2YM2T8SA3L5W5,3DL65MZB8EUWHB1CSKLFXBPGMI3EC7,0.00,1,2911582,0.00,19,1.00,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
41,ahoq04hx,,0,10,9,ultimatum_t1,1,Validation,10.63.231.107,2017-08-18 00:39:52.063662+00:00,0,1,A1XXDPBNE3TW0W,3QJOXOW4XK69QXD359FT07USGW7MEX,1.00,2,4771317,1.00,19,1.00,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
42,16ijrdrf,,0,10,9,ultimatum_t1,1,Validation,10.109.135.32,2017-08-18 00:41:41.170479+00:00,0,1,A1ES0KWZ144MQH,3I02618YA1LW0W72NPMQLTAQ7PCPUD,0.50,1,7593301,0.50,20,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
43,i1yg71jt,,0,10,9,ultimatum_t1,1,Validation,10.109.163.176,2017-08-18 00:45:04.396300+00:00,0,1,AWSNADH4KGWFT,32VNZTT0A8JIVBT2LBZXDKCB9UD4RY,0.50,2,2605078,0.50,20,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
44,vtctpbro,,0,10,9,ultimatum_t1,1,Validation,10.158.177.57,2017-08-18 00:54:57.859268+00:00,0,1,AXQAMAX5I3RMS,3BXQMRHWK0DQFTAPV9UY4PGV2K2UMN,1.00,1,6786631,1.00,21,0.00,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
45,y43ukk73,,0,10,9,ultimatum_t1,1,Validation,10.81.229.55,2017-08-18 00:56:38.791855+00:00,0,1,A1JIINGFTRE54O,3WYGZ5XF3XUFASIILSMIAB63SIMSK0,0.00,2,8477139,0.00,21,0.00,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
46,m1w4v2t4,,0,8,9,ultimatum_t1,1,Results,10.109.135.32,2017-08-18 00:56:53.756842+00:00,0,1,A3PMDWQTGOHQ8T,3V5Q80FXIY6G9VTD67FD27CXJ2232Y,0.00,1,,0.00,22,0.50,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
47,gfd22tcy,,0,8,9,ultimatum_t1,1,Results,10.63.211.204,2017-08-18 01:04:34.149139+00:00,0,1,A1YC558J4E5KZ,3EICBYG645B4SRN46LW6UR28RQ2CJT,0.00,2,,0.00,42,0.50,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
48,6s4c2dmh,,0,10,9,ultimatum_t1,1,Validation,10.138.121.5,2017-08-18 01:06:55.897111+00:00,0,1,A8DQMHN64SZOX,3DPNQGW4LMUP9SVITNWZ2PLFD71644,0.50,2,8052,0.50,23,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
49,gcs3j3wt,,0,10,9,ultimatum_t1,1,Validation,10.230.176.210,2017-08-18 01:07:08.834963+00:00,0,1,A2HNMVLSQ0X86S,333U7HK6IAUEXJTI6HRHEXKQCQEJD0,0.50,1,351733,0.50,23,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
50,vswaue3q,,0,10,9,ultimatum_t1,1,Validation,10.178.162.66,2017-08-18 01:12:50.443611+00:00,0,1,A1CT5GSRBEQZA3,3WSELTNVR4HADFMBY1EJQ2ZTPP9ATV,0.50,1,8116627,0.50,24,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
51,zakoqcit,,0,10,9,ultimatum_t1,1,Validation,10.150.135.91,2017-08-18 01:13:05.102930+00:00,0,1,A29HDBGSELFSUY,3BF51CHDTWPO7TXY6501NDKS5920HK,0.50,1,1278436,0.50,25,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
52,qubpq5lf,,0,8,9,ultimatum_t1,1,Results,10.186.81.42,2017-08-18 01:13:19.874323+00:00,0,1,A3UPAXLDS67HKJ,3SEPORI8WOE6ZRVA4T31CQ0AALVAZB,0.00,2,,0.00,43,0.00,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
53,1g1t01ti,,0,10,9,ultimatum_t1,1,Validation,10.138.121.5,2017-08-18 01:16:20.823954+00:00,0,1,AVHJ2SNIMGZ91,3ZSY5X72NYQMZ43K4VE6RIIGQLGORV,0.50,2,9930382,0.50,24,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
54,jvbcdvta,,0,10,9,ultimatum_t1,1,Validation,10.33.230.36,2017-08-18 01:20:02.335224+00:00,0,1,A1207N7QFOFPKB,3YGXWBAF71WEP94J3E92OPDP9TE4CW,0.50,2,7849809,0.50,25,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
55,2wx1jhyo,,0,10,9,ultimatum_t1,1,Validation,10.30.53.152,2017-08-18 01:20:34.996630+00:00,0,1,A3QNLYEQ6WOG53,3RKNTXVS3NDQWU7LJ0DBIUN19QT4AU,0.25,2,8340711,0.25,26,0.25,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
56,g6xyy41e,,0,10,9,ultimatum_t1,1,Validation,10.186.81.42,2017-08-18 01:20:37.428841+00:00,0,1,A14XOONDRPA4Z,3S4AW7T80CX7SDYPGR21R83C32SL4T,0.75,1,2291648,0.75,26,0.25,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
57,r8ewgenh,,0,8,9,ultimatum_t1,1,Results,10.236.12.50,2017-08-18 01:21:41.812441+00:00,0,1,A15VRRHQCLJHC8,3JAOYWH7VJJ8PJ41XMYS8GESPU69LD,0.00,1,,0.00,38,0.20,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
58,dm2bm6ng,,0,10,9,ultimatum_t1,1,Validation,10.230.176.210,2017-08-18 01:24:07.747856+00:00,0,1,A36L5AJ4CF3WCK,317HQ483I87ROK0PDTKKY1HKDFTNIC,0.50,1,6606788,0.50,32,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
59,g8uddnpv,,0,10,9,ultimatum_t1,1,Validation,10.71.211.222,2017-08-18 01:25:08.328219+00:00,0,1,A2I9PUZT19ZBO8,3ZDAD0O1T2SM9SU49B6XAAARQAJXTN,0.50,1,2872228,0.50,27,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
60,r1vwncj7,,0,8,9,ultimatum_t1,1,Results,10.154.148.197,2017-08-18 01:25:17.983331+00:00,0,1,A3LSAOP94U6K97,33OOO72IVI0Y6UJ9IFAAWXPHPSWCT1,0.00,1,,0.00,43,0.00,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
61,kpxpghmf,,0,10,9,ultimatum_t1,1,Validation,10.109.132.249,2017-08-18 01:27:20.752182+00:00,0,1,A3RDR3WLGGNVVV,3GLB5JMZFYA46H3HYB6EHKSAKY0GDW,0.50,2,5799185,0.50,27,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
62,k13mp1cm,,0,10,9,ultimatum_t1,1,Validation,10.63.231.107,2017-08-18 01:27:22.803028+00:00,0,1,A3U2UNSYDPS933,3MRNMEIQW6LKS9HI923UUCXIGFMDLZ,0.00,1,443698,0.00,35,0.00,0,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
63,jte66tk4,,0,10,9,ultimatum_t1,1,Validation,10.150.135.91,2017-08-18 01:27:53.132982+00:00,0,1,A1LDP0JIA4IKAQ,3S96KQ6I9NJ8BMPNIB5LG37ZAS8DT2,0.50,1,6800029,0.50,28,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
64,z75oc04k,,0,10,9,ultimatum_t1,1,Validation,10.45.50.47,2017-08-18 01:29:32.430955+00:00,0,1,A26H6ROXL9JY4O,3ZAK8W07I5TTCF3I64706S9IZH6U0H,0.50,2,4844756,0.50,28,0.50,1,1,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
