participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.valid_code,player.payoff,group.id_in_subsession,group.amount_offered,group.offer_accepted,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
28,ihz7w0rr,,0,9,10,ultimatum_customer_vignette,1,Results,10.63.30.96,2017-08-17 01:15:30.267184+00:00,0,1,A2V272VAW0GIPL,3VE8AYVF8NCMBMBV6JPGD7EX8Q9F8S,99,1,,99,10,1,1,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
29,6x0awqqb,,0,3,10,consent_start2_copy,1,Proceed,10.99.212.2,2017-08-17 01:16:05.308156+00:00,0,1,A1DJS7CLACT2NJ,3FE7TXL1LJ28GWZF4IR9FF58TSQQ2U,0,29,,0,1,,,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
30,10490dgv,,0,9,10,ultimatum_customer_vignette,1,Results,10.63.231.107,2017-08-17 01:16:18.012605+00:00,0,1,AXKM85DGEKNO5,3KGTPGBS6Y008P6WLRBEPG2XWDWU23,0,2,,0,11,10,0,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
31,fa2zbxu7,,0,11,10,ultimatum_customer_vignette,1,Validation,10.71.211.222,2017-08-17 01:16:52.335931+00:00,0,1,A19YRUF7K6FY78,3TXD01ZLD5WAB3LJP5U2IVZVGRSU4Z,1,2,4912503,1,10,1,1,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
32,uziqrqe5,,0,11,10,ultimatum_customer_vignette,1,Validation,10.109.132.249,2017-08-17 01:16:58.918685+00:00,0,1,A31BO9NWS3PW78,3KIBXJ1WD690C0QPEB59Q6W2VRUKO2,0,1,6346225,0,11,10,0,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
33,usn97m1a,,0,11,10,ultimatum_customer_vignette,1,Validation,10.143.28.92,2017-08-17 01:17:34.755882+00:00,0,1,AEMKB98WAW7YA,3RWE2M8QWIPGHPJ993VESXHORJJN0K,0,1,1919202,0,12,15,0,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
34,m04cnquc,,0,11,10,ultimatum_customer_vignette,1,Validation,10.168.65.231,2017-08-17 01:18:15.338202+00:00,0,1,A30KJRKR8M95SO,3X0H8UUIT2365SCZA65LYM0YFN6WS7,10,2,6824512,10,13,10,1,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
35,2too8hot,,0,11,10,ultimatum_customer_vignette,1,Validation,10.234.210.245,2017-08-17 01:18:25.611639+00:00,0,1,A1KX3LRN6JMVMD,3TXMY6UCAF3LEERH1BGFRSEU5J4CQQ,0,2,5102141,0,12,15,0,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
36,toqmku0g,,0,3,10,consent_start2_copy,1,Proceed,10.13.194.229,2017-08-17 01:18:45.567832+00:00,0,1,A6YF5R5J1X7P7,3SNLUL3WO5269BS4VXTJ4C162DNULS,0,36,,0,1,,,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
37,xhbuh952,,0,11,10,ultimatum_customer_vignette,1,Validation,10.93.232.18,2017-08-17 01:18:52.743718+00:00,0,1,ADI447UT54SGG,3IAS3U3I0GVLCQXQL0UJKQA97SQ2BV,10,2,3914115,10,14,10,1,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
38,xxb980uq,,0,9,10,ultimatum_customer_vignette,1,Results,10.111.221.243,2017-08-17 01:19:53.649446+00:00,0,1,A36MOV8E6SYHCR,30ZX6P7VF9ARU9V29S70IETMFXZ2JG,0,2,,0,21,25,0,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
39,em9wbic2,,0,9,10,ultimatum_customer_vignette,1,Results,10.164.172.163,2017-08-17 01:20:59.229078+00:00,0,1,A3BJYSSDEO463M,3EG49X351VRG7UJSDYY4Z0ID60FX6F,90,1,,90,16,10,1,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
40,ztspwg4q,,0,3,10,consent_start2_copy,1,Proceed,10.63.100.174,2017-08-17 01:21:09.395280+00:00,0,1,A1PD0NGV29HX0W,3TE3O85731N8SXEFHXG9K5FDPET2R8,0,40,,0,1,,,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
41,589sxjiv,,0,9,10,ultimatum_customer_vignette,1,Results,10.30.24.121,2017-08-17 01:21:50.448773+00:00,0,1,A2TKGUJXGAL13U,3TE3O85731N8SXEFHXG9K5FDPET2R8,0,2,,0,15,0,0,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
42,t4pnba8g,,0,11,10,ultimatum_customer_vignette,1,Validation,10.43.185.17,2017-08-17 01:22:47.739732+00:00,0,1,A1MV2B8I02QVOE,3D4CH1LGEB8S3RQ0MV1CVO9KTBSG9I,10,2,8882502,10,16,10,1,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
43,j3bsea93,,0,11,10,ultimatum_customer_vignette,1,Validation,10.229.95.34,2017-08-17 01:23:32.725132+00:00,0,1,A1MTLVD3BP940U,3WQ3B2KGE9VEN5FU2WU5F704FMCB1N,0,2,3476589,0,18,5,0,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
44,q2213yon,,0,9,10,ultimatum_customer_vignette,1,Results,10.167.190.210,2017-08-17 01:23:33.305520+00:00,0,1,A18WG7Z9X9GH7E,3J2UYBXQQMR8A4DHAM9XQMV2WTV60U,0,1,,0,17,0,0,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
45,8xus74jw,,0,11,10,ultimatum_customer_vignette,1,Validation,10.33.230.36,2017-08-17 01:23:45.347173+00:00,0,1,A3HJC6BU35CPE0,3YMU66OBIONLIX8JK7P48578CO0GH8,0,1,3405002,0,18,5,0,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
46,g6mua8q0,,0,9,10,ultimatum_customer_vignette,1,Results,10.179.109.26,2017-08-17 01:24:03.381427+00:00,0,1,A37CO0N1KC1CDW,3M0NZ3JDP2D9TLJT9XCK4FKOI535Z5,0,2,,0,17,0,0,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
47,krzdziq6,,0,11,10,ultimatum_customer_vignette,1,Validation,10.99.212.2,2017-08-17 01:25:00.735207+00:00,0,1,A3KFFH8ZDO9BTU,32Q90QCQ1T0E09D0KX2DLU2ORPPEKT,95,1,51331,95,20,5,1,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
48,f0xksuwz,,0,11,10,ultimatum_customer_vignette,1,Validation,10.13.226.198,2017-08-17 01:25:02.625705+00:00,0,1,A12CQAHCTJKV11,38SKSKU7R2C10KX41G45L9DV8I1IL9,50,2,2959373,50,19,50,1,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
49,21hkjmhw,,0,9,10,ultimatum_customer_vignette,1,Results,10.168.65.231,2017-08-17 01:25:15.950493+00:00,0,1,AYLAJHJXMPIBM,3EA3QWIZ4JAPJX59AP6W70NC2VNITC,50,1,,50,19,50,1,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
50,2byqc1q8,,0,10,10,ultimatum_customer_vignette,1,Validation,10.170.176.153,2017-08-17 01:27:05.672137+00:00,0,1,A2B8L88BUHVOO6,3IJXV6UZ1YYC3ISH60117LMUEAQRI8,5,2,,5,20,5,1,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
51,4l24i5oq,,0,11,10,ultimatum_customer_vignette,1,Validation,10.179.109.26,2017-08-17 01:27:29.453324+00:00,0,1,A1KRYIRDA2OOWC,3MD9PLUKKJTDJAPZDX86YWKA9Q3ZNP,0,1,1003447,0,21,25,0,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
52,yex842n6,,0,11,10,ultimatum_customer_vignette,1,Validation,10.170.176.153,2017-08-17 01:32:06.122237+00:00,0,1,A2UDKHTHITU4PT,3M1CVSFP61KXLZUJHXKOLXO65GJQA2,25,2,1229159,25,22,25,1,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
53,bzn9iv34,,0,9,10,ultimatum_customer_vignette,1,Results,10.152.65.114,2017-08-17 01:33:33.469343+00:00,0,1,A4GXHVTRGW5P8,3DUZQ9U6SN3TQ3CUKW0PCKHK8E5VSX,50,1,,50,23,50,1,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
54,5n0rjmm3,,0,9,10,ultimatum_customer_vignette,1,Results,10.150.135.91,2017-08-17 01:33:48.763312+00:00,0,1,AB66CTVQ90RCV,3I2PTA7R3U93XC35TOXDFBR2ASDQKH,0,1,,0,24,7,0,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
55,zegpk1cj,,0,11,10,ultimatum_customer_vignette,1,Validation,10.180.71.118,2017-08-17 01:33:49.085691+00:00,0,1,A2WKLFDPHPHEOW,34FNN24DCNO9OV9ODBA1Q8BMCBZY57,50,2,4558989,50,23,50,1,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
56,q6hren18,,0,9,10,ultimatum_customer_vignette,1,Results,10.79.219.198,2017-08-17 01:34:52.653342+00:00,0,1,A2TV4MWIOBMNMS,3PS7W85Z80HW8WC66V0JU7O9J50T94,0,2,,0,24,7,0,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
57,oqknnsc4,,0,11,10,ultimatum_customer_vignette,1,Validation,10.164.172.163,2017-08-17 01:35:22.353183+00:00,0,1,AMIIHHR564J6J,3ATPCQ38J9P6U1L5871IYJR84P1AYQ,98,1,3614699,98,25,2,1,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
58,us0o9cr2,,0,11,10,ultimatum_customer_vignette,1,Validation,10.236.12.50,2017-08-17 01:36:49.920648+00:00,0,1,A3O9OHTGYLO63D,33PPO7FECWUI289COZ6H2W5QZ90DIP,2,2,3370150,2,25,2,1,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
59,qh3j4h0v,,0,9,10,ultimatum_customer_vignette,1,Results,10.229.95.34,2017-08-17 01:37:22.904681+00:00,0,1,A200H4TX468LE,39RP059MEI8BJU1JVID3ZZO7DX8BMW,0,1,,0,26,10,0,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
60,odumequz,,0,11,10,ultimatum_customer_vignette,1,Validation,10.43.196.234,2017-08-17 01:37:56.068859+00:00,0,1,A2VGEE0ZIZ8CBQ,304SM51WA4JEHPEOFF9PB8ND5MQBS8,0,2,2303171,0,26,10,0,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
61,dphgqrkp,,0,9,10,ultimatum_customer_vignette,1,Results,10.69.205.24,2017-08-17 01:40:47.173758+00:00,0,1,A1X19BA815KYJ4,3XCC1ODXDMQPKGG0J86AGNDG5K8RQC,0,1,,0,27,10,0,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
62,77d3bxv4,,0,11,10,ultimatum_customer_vignette,1,Validation,10.152.233.4,2017-08-17 01:41:09.525551+00:00,0,1,A19NJB3QC1XU2C,3Z9WI9EOZ03QKJ42AYAJ6XZ1J5IHKD,0,2,2438424,0,28,0,1,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
63,e21ugnna,,0,3,10,consent_start2_copy,1,Proceed,10.150.73.107,2017-08-17 01:41:41.464403+00:00,0,1,A3G9HX4DB7MEKK,3WRFBPLXRB3CYHI6SQDXUVFVUV5N3H,0,63,,0,1,,,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
64,s1kfd8ul,,0,11,10,ultimatum_customer_vignette,1,Validation,10.179.204.228,2017-08-17 01:41:56.851284+00:00,0,1,A1CLVGLQPSHDF,3SPJ033422IHVUO92DEVRIURUCVJYF,0,2,6291400,0,27,10,0,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
65,grix3jqs,,0,9,10,ultimatum_customer_vignette,1,Results,10.79.219.198,2017-08-17 01:42:06.433250+00:00,0,1,A2JWAD9JQNA5ON,3QILPRALQ6AYZEOC478TLCN6AHXN89,100,1,,100,28,0,1,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
66,cxd3r06f,,0,9,10,ultimatum_customer_vignette,1,Results,10.169.197.46,2017-08-17 01:43:46.767829+00:00,0,1,AYEQSGT02CAP3,3LRLIPTPEROBAWWO4S0RPBCX6ASKA5,0,1,,0,29,0,0,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
67,nwq06w9p,,0,3,10,consent_start2_copy,1,Proceed,10.45.50.47,2017-08-17 01:44:06.315207+00:00,0,1,A1ZNOIWDX83CUK,3AUQQEL7U68TPUSIBUH52EB1DMNV0B,0,67,,0,1,,,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
68,ccqw55gd,,0,9,10,ultimatum_customer_vignette,1,Results,10.179.86.73,2017-08-17 01:45:44.341439+00:00,0,1,APB4326DW9HKF,3DH6GAKTYZ47V9TDKZHHFCIHDA8ZYG,0,2,,0,29,0,0,1,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
