participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.valid_code,player.payoff,group.id_in_subsession,group.amount_offered,group.offer_accepted,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
15,m81h7bbc,,0,9,10,ultimatum_banker_vignette,1,Results,10.111.221.243,2017-08-17 01:10:17.686585+00:00,0,1,AWDQC79NQLHO,3VBEN272MLEA86MZV113CJEALZGGSS,50,2,,50,5,50,1,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
16,352d5w4k,,0,11,10,ultimatum_banker_vignette,1,Validation,10.236.186.89,2017-08-17 01:10:20.828336+00:00,0,1,A1HKCTDOTL6C9I,3YJ6NA41JCVNMGW8BQICER1FQ7QJPJ,50,2,9910159,50,6,50,1,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
17,al5elqh2,,0,3,10,consent_start2_copy,1,Proceed,10.179.204.228,2017-08-17 01:10:46.686840+00:00,0,1,A2VI8XH6A1PB27,337RC3OW06H6MQH40N3O0Y3PGKWLV8,0,17,,0,1,,,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
18,ccr3orod,,0,9,10,ultimatum_banker_vignette,1,Results,10.13.194.229,2017-08-17 01:10:59.237068+00:00,0,1,A1O67YS3DU0ZHX,3EO896NRAXALE8PFS7RWJ12CFABJTO,0,1,,0,36,0,1,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
19,p8nfq5nt,,0,9,10,ultimatum_banker_vignette,1,Results,10.145.25.250,2017-08-17 01:11:05.942185+00:00,0,1,A1BHHRSKO2MBT3,386PBUZZXGCXVVHAJYP5XASVLXPJLL,70,2,,70,7,30,1,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
20,4qe41ehc,,0,3,10,consent_start2_copy,1,Proceed,10.171.119.12,2017-08-17 01:11:13.835894+00:00,0,1,A15HF9M3EGMCWL,3907X2AHF1KNGKY045CKFAFYOW4P22,0,20,,0,1,,,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
21,5jx39bcl,,0,9,10,ultimatum_banker_vignette,1,Results,10.164.172.163,2017-08-17 01:11:19.311386+00:00,0,1,AH3DHAMDYSFP2,3GU1KF0O4JGH4XYWNY5VG3I2I2HBPQ,0,1,,0,8,1,0,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
22,4867yq3j,,0,3,10,consent_start2_copy,1,Proceed,10.178.162.66,2017-08-17 01:11:37.601568+00:00,0,1,A2Z2OV7QGU10QN,32Q90QCQ1T0E09D0KX2DLU2ORPOEKS,0,22,,0,1,,,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
23,naly3r2o,,0,3,10,consent_start2_copy,1,Proceed,10.178.162.66,2017-08-17 01:11:40.463007+00:00,0,1,A3S1RAA0VUVQK,3WSELTNVR4HADFMBY1EJQ2ZTPNHTAI,0,23,,0,1,,,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
24,g7428q93,,0,3,10,consent_start2_copy,1,Proceed,10.150.73.107,2017-08-17 01:12:41.745916+00:00,0,1,A1I0V8PQEO8DNF,3AAPLD8UCDWPN2UP47OB7OMX2I7HTH,0,24,,0,1,,,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
25,taj0fwnw,,0,11,10,ultimatum_banker_vignette,1,Validation,10.63.231.107,2017-08-17 01:12:44.115677+00:00,0,1,A1S9EY8YUIGDYV,32Q90QCQ1T0E09D0KX2DLU2ORPOEKS,50,1,4573150,50,11,50,1,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
26,2tpdr4an,,0,9,10,ultimatum_banker_vignette,1,Results,10.183.102.41,2017-08-17 01:13:17.475719+00:00,0,1,A17IE2U5GB0BWP,3XM0HYN6NLEFB0AGXP7LHBONLZUPE4,0,1,,0,12,50,0,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
27,yi5qhp4y,,0,9,10,ultimatum_banker_vignette,1,Results,10.154.148.197,2017-08-17 01:13:18.270925+00:00,0,1,AGDJB8B8CDZ71,392CY0QWG2652CQJVO5OZSBKMW5I4F,0,1,,0,24,10,0,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
28,5weplotk,,0,11,10,ultimatum_banker_vignette,1,Validation,10.234.210.245,2017-08-17 01:13:20.009024+00:00,0,1,A2IMTHMZNR0MZJ,3PZDLQMM0U04MVPWZ0QEVAGRPDPC2B,20,1,3686648,20,10,20,1,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
29,ci5v5ovx,,0,11,10,ultimatum_banker_vignette,1,Validation,10.179.16.238,2017-08-17 01:13:22.090868+00:00,0,1,A2GJM9IM6XR7ON,36W0OB37HXTL9E3OAZDTTCNENETHZX,90,2,7362303,90,9,10,1,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
30,4ariuyyn,,0,9,10,ultimatum_banker_vignette,1,Results,10.179.55.98,2017-08-17 01:13:22.906911+00:00,0,1,APF1EAZT104LQ,3VJ40NV2QJ2ZFJGC8KJ1RXJYE4LTOH,0,2,,0,8,1,0,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
31,ic0v3av4,,0,11,10,ultimatum_banker_vignette,1,Validation,10.155.8.85,2017-08-17 01:13:29.085439+00:00,0,1,A1PDJEO7XOY2P5,3QY7M81QH81TRUYQXPO7FKA752KK7C,10,1,6211972,10,9,10,1,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
32,xva121ag,,0,3,10,consent_start2_copy,1,Proceed,10.236.12.50,2017-08-17 01:13:33.438570+00:00,0,1,A16HVH54FCRFE4,3VBEN272MLEA86MZV113CJEALZGGSS,0,32,,0,1,,,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
33,f2km6uyx,,0,11,10,ultimatum_banker_vignette,1,Validation,10.81.229.55,2017-08-17 01:14:05.921247+00:00,0,1,A2X3QCJK0H18T8,3FIJLY1B6VJ7HEACS0RRZT9NX09PFM,80,2,56742,80,10,20,1,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
34,khvnc3g3,,0,11,10,ultimatum_banker_vignette,1,Validation,10.183.102.41,2017-08-17 01:14:56.519323+00:00,0,1,A3J0X7ZQAXLFPI,3T111IHZ5F5JSHZE26VOUSNRVK29R6,50,2,1242673,50,11,50,1,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
35,hgdypw6l,,0,3,10,consent_start2_copy,1,Proceed,10.150.135.91,2017-08-17 01:15:09.091224+00:00,0,1,A23U58JL7NQW2A,3ZSANO2JCGM4U6Q4KHVLUYEYKKGSF5,0,35,,0,1,,,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
36,5i38e0bu,,0,11,10,ultimatum_banker_vignette,1,Validation,10.111.221.243,2017-08-17 01:15:30.859303+00:00,0,1,A2WAQLPXT615HQ,386PBUZZXGCXVVHAJYP5XASVLXPJLL,95,2,9958934,95,20,5,1,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
37,7atoufuz,,0,11,10,ultimatum_banker_vignette,1,Validation,10.45.73.26,2017-08-17 01:16:04.960176+00:00,0,1,A1ISXRQO8ZQKPE,3ZAK8W07I5TTCF3I64706S9IZFCU0J,0,2,4908593,0,13,15,0,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
38,ctbcedr0,,0,11,10,ultimatum_banker_vignette,1,Validation,10.63.30.96,2017-08-17 01:16:19.065197+00:00,0,1,A1UQ1OURMB9IRJ,36NEMU28XGS37XZUQ99ZMD1SNYOMWL,0,1,9536514,0,13,15,0,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
39,axxnsr3h,,0,11,10,ultimatum_banker_vignette,1,Validation,10.111.221.243,2017-08-17 01:16:21.051103+00:00,0,1,A1NDSEXBYNOUOS,33NF62TLXKHMBPZSYYD4IAFGWXKKJJ,7,1,7964793,7,14,7,1,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
40,d4zcmxgg,,0,9,10,ultimatum_banker_vignette,1,Results,10.81.229.55,2017-08-17 01:17:41.057471+00:00,0,1,A2NJAHKIJQXPCI,3AAJC4I4FH7H0KYEYZGE5P3T06XZJK,0,2,,0,16,15,0,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
41,qpiowef0,,0,11,10,ultimatum_banker_vignette,1,Validation,10.141.27.204,2017-08-17 01:17:47.618940+00:00,0,1,AO33H4GL9KZX9,3300DTYQT3W0BCBVX2MAHGEXQVGQEW,95,2,7838253,95,15,5,1,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
42,5xzd26xo,,0,9,10,ultimatum_banker_vignette,1,Results,10.145.25.250,2017-08-17 01:18:09.160897+00:00,0,1,ADXHWQLUQBK77,33IZTU6J82GLUSHPKB1705E5OPCSXW,0,1,,0,16,15,0,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
43,p14ddal9,,0,11,10,ultimatum_banker_vignette,1,Validation,10.93.229.188,2017-08-17 01:19:11.737012+00:00,0,1,ALKQPW0O9C98N,3CTOC39K385YGAS8F4OVE5AUQDL7J1,0,2,5449775,0,17,50,0,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
44,wbwdclns,,0,11,10,ultimatum_banker_vignette,1,Validation,10.179.109.26,2017-08-17 01:20:12.114423+00:00,0,1,A4T50ODN6SGNR,3DOCMVPBTOTJ2LBGA9XC39D1ZCUNNV,0,1,3018693,0,21,50,0,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
45,vpngre9u,,0,3,10,consent_start2_copy,1,Proceed,10.69.205.24,2017-08-17 01:20:37.421790+00:00,0,1,A162YP37U7OC5T,340UGXU9DZG95G4Y91VPRLZ8TBPUVB,0,45,,0,1,,,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
46,nire3yc1,,0,11,10,ultimatum_banker_vignette,1,Validation,10.152.233.4,2017-08-17 01:20:53.007530+00:00,0,1,A3IWSUTNFCDV8N,37UQDCYH6YA775S2WT2EHTLOL0S7VM,95,2,4994203,95,18,5,1,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
47,va2vxaag,,0,11,10,ultimatum_banker_vignette,1,Validation,10.30.24.121,2017-08-17 01:21:30.309678+00:00,0,1,A2H85UOGW31OWJ,3C6FJU71TR8Q9AZ3ECI9YK32BSRUYK,5,1,2615153,5,18,5,1,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
48,igj3h7i4,,0,11,10,ultimatum_banker_vignette,1,Validation,10.45.73.26,2017-08-17 01:22:21.323884+00:00,0,1,A39TYY3ENJSTK1,39OWYR0EPL61QS2DJNNACK2Z15DFY7,100,2,9922737,100,19,0,1,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
49,45cw6b7t,,0,9,10,ultimatum_banker_vignette,1,Results,10.183.102.41,2017-08-17 01:22:26.384180+00:00,0,1,A7XRH8WIMZ5QQ,3RXPCZQMQQQAEMN5IIMJGIR1VZ4G19,0,1,,0,19,0,1,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
50,msef9b1b,,0,11,10,ultimatum_banker_vignette,1,Validation,10.71.204.252,2017-08-17 01:23:18.775254+00:00,0,1,A26OJ4TA28AFHC,3X4JMASXCNOEGGUC6DQ512HUAU6B0K,5,1,3115990,5,20,5,1,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
51,c786jy33,,0,11,10,ultimatum_banker_vignette,1,Validation,10.111.221.243,2017-08-17 01:28:20.540469+00:00,0,1,A2APPZDU0VS9LN,3YOH7BII0AMV2KZMFNRNLYQARKRVKF,90,2,,90,22,10,1,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
52,n2v50v4y,,0,9,10,ultimatum_banker_vignette,1,Results,10.61.164.249,2017-08-17 01:25:20.605214+00:00,0,1,A2TYN1KHZM4E0T,3MD9PLUKKJTDJAPZDX86YWKA9Q3NZD,0,2,,0,21,50,0,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
53,1yxzo1s3,,0,11,10,ultimatum_banker_vignette,1,Validation,10.169.197.46,2017-08-17 01:26:12.225193+00:00,0,1,A1QHX9C8CP6L3N,3E13VNJ1NOAOADT086MM1U4HACWI13,10,1,351228,10,22,10,1,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
54,u17pu4p6,,0,11,10,ultimatum_banker_vignette,1,Validation,10.171.119.12,2017-08-17 01:26:21.260982+00:00,0,1,A2SYRFPPV9WDEG,3TPWUS5F8AGQYBN3DKFLJHWGTKLWCE,0,2,5892110,0,24,10,0,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
55,cxb5n6na,,0,3,10,consent_start2_copy,1,Proceed,10.30.24.121,2017-08-17 01:27:52.671222+00:00,0,1,AL3U9R1JW2HN9,3R5F3LQFV3ZV1VPBEC8JDLKFZ08OZT,0,55,,0,1,,,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
56,t3wapl3o,,0,3,10,consent_start2_copy,1,Proceed,10.142.142.206,2017-08-17 01:28:01.580359+00:00,0,1,A3U6J5LDHK0M6S,3PWWM24LHTD2ASZJIOA9TOK8ZM628X,0,56,,0,1,,,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
57,2bkp8lpb,,0,11,10,ultimatum_banker_vignette,1,Validation,10.157.160.84,2017-08-17 01:28:23.477086+00:00,0,1,ATP43ZVI1RP0C,30H4UDGLT3XDNO2TENV4UJTWU1MMPR,0,2,1987077,0,25,0,0,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
58,0sfee6jk,,0,11,10,ultimatum_banker_vignette,1,Validation,10.81.172.78,2017-08-17 01:28:52.058079+00:00,0,1,A2N962G55T9MOB,3R5F3LQFV3ZV1VPBEC8JDLKFZ08OZT,3,1,2860765,3,23,3,1,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
59,gr5p9eqk,,0,3,10,consent_start2_copy,1,Proceed,10.154.45.231,2017-08-17 01:30:39.659583+00:00,0,1,AX9O2TTXVXZ8V,3K9FOBBF2IYTEL8VYWHXQH9CUHVNLU,0,59,,0,1,,,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
60,2x32qq6j,,0,11,10,ultimatum_banker_vignette,1,Validation,10.13.226.198,2017-08-17 01:31:28.321776+00:00,0,1,A2WNTEVRT68JXT,3GNA64GUZFJ0FTI2M1T7DM8KD2IQ5W,97,2,6196769,97,23,3,1,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
61,lik05m98,,0,9,10,ultimatum_banker_vignette,1,Results,10.152.233.4,2017-08-17 01:33:31.910642+00:00,0,1,A3CXZCKT34LV8,3DPNQGW4LMUP9SVITNWZ2PLFD5C469,0,2,,0,30,50,0,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
62,nb2qvwu0,,0,9,10,ultimatum_banker_vignette,1,Results,10.179.86.73,2017-08-17 01:34:22.626517+00:00,0,1,A1RTD65R1H8MQW,3EF8EXOTT2AK5OD6QO7MDVJHNRM1JZ,0,1,,0,25,0,0,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
63,8kcbn1du,,0,11,10,ultimatum_banker_vignette,1,Validation,10.152.233.4,2017-08-17 01:34:47.099103+00:00,0,1,A26P7RK24NCS99,3X31TUMD7Y1Q0E16T9JZTAW9RGR1L1,0,1,7001971,0,26,3,0,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
64,aycbs3gw,,0,9,10,ultimatum_banker_vignette,1,Results,10.158.162.94,2017-08-17 01:35:13.045343+00:00,0,1,A3DA81ZFKYYGFC,3EF8EXOTT2AK5OD6QO7MDVJHNRM1JZ,0,2,,0,26,3,0,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
65,rlkmgeed,,0,3,10,consent_start2_copy,1,Proceed,10.71.208.240,2017-08-17 01:35:40.159301+00:00,0,1,A3QDBNW2H8EMFW,3OB0CAO74I4L4OTJEDBAF5ECHKQYHO,0,65,,0,1,,,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
66,w5fz5ctk,,0,11,10,ultimatum_banker_vignette,1,Validation,10.71.211.222,2017-08-17 01:36:34.163186+00:00,0,1,A2NPUPP06POEJ0,3G2UL9A02ETMSFD1VLU6515P47276W,0,2,8979388,0,27,100,1,1,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0
